season,team,conference,state,score,todisplay,bgcolor,fgcolor
1924,Alabama,SoCon,Alabama,12,5-1 SoCon,#FFFFFF,#000000
1924,Kentucky,SoCon,Kentucky,13,6-2 SoCon,#FFFFFF,#000000
1924,Mississippi St.,SoCon,Mississippi,13,8-4 SoCon,#FFFFFF,#000000
1924,Virginia,SoCon,Virginia,12,3-2 SoCon,#FFFFFF,#000000
1924,Tennessee,SoCon,Tennessee,10,5-5 SoCon,#FFFFFF,#000000
1924,South Carolina,SoCon,South Carolina,11,2-2 SoCon,#FFFFFF,#000000
1924,Georgia Tech,SoCon,Georgia,9,4-5 SoCon,#FFFFFF,#000000
1924,Ole Miss,SoCon,Mississippi,16,2-4 SoCon,#FFFFFF,#000000
1924,NC State,SoCon,North Carolina,7,2-4 SoCon,#FFFFFF,#000000
1924,Maryland,SoCon,Maryland,5,1-2 SoCon,#FFFFFF,#000000
1924,Vanderbilt,SoCon,Tennessee,7,1-3 SoCon,#FFFFFF,#000000
1924,Florida,SoCon,Florida,5,0-2 SoCon,#FFFFFF,#000000
1924,Virginia Tech,SoCon,Virginia,5,0-4 SoCon,#FFFFFF,#000000
1924,Auburn,SoCon,Alabama,4,0-6 SoCon,#FFFFFF,#000000
1924,Clemson,SoCon,South Carolina,2,0-6 SoCon,#FFFFFF,#000000
1924,LSU,SoCon,Louisiana,8,0-7 SoCon,#FFFFFF,#000000
1924,Texas,SWC,Texas,23,20-0 SWC,#FFFFFF,#000000
1924,TCU,SWC,Texas,16,15-4 SWC,#FFFFFF,#000000
1924,Oklahoma St.,SWC,Oklahoma,14,9-5 SWC,#FFFFFF,#000000
1924,Texas A&M,SWC,Texas,13,13-10 SWC,#FFFFFF,#000000
1924,SMU,SWC,Texas,9,7-15 SWC,#FFFFFF,#000000
1924,Baylor,SWC,Texas,11,7-17 SWC,#FFFFFF,#000000
1924,Arkansas,SWC,Arkansas,17,3-9 SWC,#FFFFFF,#000000
1924,Rice,SWC,Texas,3,3-17 SWC,#FFFFFF,#000000
1925,Ohio St.,B1G,Ohio,14,11-1 B1G,#FFFFFF,#000000
1925,Indiana,B1G,Indiana,12,8-4 B1G,#FFFFFF,#000000
1925,Illinois,B1G,Illinois,11,8-4 B1G,#FFFFFF,#000000
1925,Purdue,B1G,Indiana,9,7-4 B1G,#FFFFFF,#000000
1925,Michigan,B1G,Michigan,8,6-5 B1G,#FFFFFF,#000000
1925,Minnesota,B1G,Minnesota,9,6-6 B1G,#FFFFFF,#000000
1925,Iowa,B1G,Iowa,6,5-7 B1G,#FFFFFF,#000000
1925,Northwestern,B1G,Illinois,6,4-8 B1G,#FFFFFF,#000000
1925,Wisconsin,B1G,Wisconsin,6,3-9 B1G,#FFFFFF,#000000
1925,Fordham,Ind,New York,18,18-1,#FFFFFF,#000000
1925,New Mexico,Ind,New Mexico,12,12-1,#FFFFFF,#000000
1925,Villanova,Ind,Pennsylvania,10,10-1,#FFFFFF,#000000
1925,Syracuse,Ind,New York,15,15-2,#FFFFFF,#000000
1925,Saint Louis,Ind,Missouri,14,14-2,#FFFFFF,#000000
1925,Creighton,Ind,Nebraska,13,13-2,#FFFFFF,#000000
1925,Penn St.,Ind,Pennsylvania,12,12-2,#FFFFFF,#000000
1925,Canisius,Ind,New York,11,11-2,#FFFFFF,#000000
1925,Evansville,Ind,Indiana,11,11-2,#FFFFFF,#000000
1925,Harvard,Ind,Massachusetts,11,11-2,#FFFFFF,#000000
1925,The Citadel,Ind,South Carolina,11,11-2,#FFFFFF,#000000
1925,North Dakota St.,Ind,North Dakota,26,26-5,#FFFFFF,#000000
1925,Butler,Ind,Indiana,20,20-4,#FFFFFF,#000000
1925,Vermont,Ind,Vermont,14,14-3,#FFFFFF,#000000
1925,Western Mich.,Ind,Michigan,17,17-4,#FFFFFF,#000000
1925,Army West Point,Ind,New York,12,12-3,#FFFFFF,#000000
1925,Navy,Ind,Maryland,18,18-5,#FFFFFF,#000000
1925,Southern California,Ind,California,14,14-4,#FFFFFF,#000000
1925,Richmond,Ind,Virginia,13,13-4,#FFFFFF,#000000
1925,Colgate,Ind,New York,15,15-5,#FFFFFF,#000000
1925,Davidson,Ind,North Carolina,18,18-6,#FFFFFF,#000000
1925,Georgetown,Ind,D.C.,6,6-2,#FFFFFF,#000000
1925,St. John's (NY),Ind,New York,18,18-6,#FFFFFF,#000000
1925,Indiana St.,Ind,Indiana,11,11-4,#FFFFFF,#000000
1925,Lehigh,Ind,Pennsylvania,11,11-4,#FFFFFF,#000000
1925,UConn,Ind,Connecticut,10,10-4,#FFFFFF,#000000
1925,Rhode Island,Ind,Rhode Island,11,11-5,#FFFFFF,#000000
1925,Ohio,Ind,Ohio,13,13-6,#FFFFFF,#000000
1925,Wake Forest,Ind,North Carolina,15,15-7,#FFFFFF,#000000
1925,Duquesne,Ind,Pennsylvania,12,12-6,#FFFFFF,#000000
1925,Holy Cross,Ind,Massachusetts,10,10-5,#FFFFFF,#000000
1925,Marshall,Ind,West Virginia,12,12-6,#FFFFFF,#000000
1925,Toledo,Ind,Ohio,13,13-7,#FFFFFF,#000000
1925,Arizona St.,Ind,Arizona,11,11-6,#FFFFFF,#000000
1925,UCLA,Ind,California,11,11-6,#FFFFFF,#000000
1925,William & Mary,Ind,Virginia,11,11-6,#FFFFFF,#000000
1925,Bowling Green,Ind,Ohio,9,9-5,#FFFFFF,#000000
1925,Valparaiso,Ind,Indiana,9,9-5,#FFFFFF,#000000
1925,Arizona,Ind,Arizona,7,7-4,#FFFFFF,#000000
1925,Niagara,Ind,New York,12,12-7,#FFFFFF,#000000
1925,Brown,Ind,Rhode Island,10,10-6,#FFFFFF,#000000
1925,Tulsa,Ind,Oklahoma,13,13-8,#FFFFFF,#000000
1925,Louisville,Ind,Kentucky,10,10-7,#FFFFFF,#000000
1925,George Washington,Ind,D.C.,7,7-5,#FFFFFF,#000000
1925,Seton Hall,Ind,New Jersey,8,8-6,#FFFFFF,#000000
1925,Western Ky.,Ind,Kentucky,8,8-6,#FFFFFF,#000000
1925,Furman,Ind,South Carolina,9,9-7,#FFFFFF,#000000
1925,St. Bonaventure,Ind,New York,14,14-11,#FFFFFF,#000000
1925,New Mexico St.,Ind,New Mexico,11,11-9,#FFFFFF,#000000
1925,Temple,Ind,Pennsylvania,12,12-10,#FFFFFF,#000000
1925,VMI,Ind,Virginia,6,6-5,#FFFFFF,#000000
1925,Buffalo,Ind,New York,7,7-6,#FFFFFF,#000000
1925,Northern Ariz.,Ind,Arizona,7,7-6,#FFFFFF,#000000
1925,St. Francis Brooklyn,Ind,New York,9,9-8,#FFFFFF,#000000
1925,Bradley,Ind,Illinois,11,11-10,#FFFFFF,#000000
1925,Detroit Mercy,Ind,Michigan,6,6-6,#FFFFFF,#000000
1925,Manhattan,Ind,New York,10,10-10,#FFFFFF,#000000
1925,Notre Dame,Ind,Indiana,11,11-11,#FFFFFF,#000000
1925,Saint Joseph's,Ind,Pennsylvania,9,9-9,#FFFFFF,#000000
1925,Wichita St.,Ind,Kansas,9,9-9,#FFFFFF,#000000
1925,Xavier,Ind,Ohio,7,7-7,#FFFFFF,#000000
1925,Loyola Maryland,Ind,Maryland,6,6-7,#FFFFFF,#000000
1925,Dayton,Ind,Ohio,9,9-11,#FFFFFF,#000000
1925,Lafayette,Ind,Pennsylvania,8,8-11,#FFFFFF,#000000
1925,Marquette,Ind,Wisconsin,8,8-11,#FFFFFF,#000000
1925,Boston U.,Ind,Massachusetts,9,9-13,#FFFFFF,#000000
1925,Santa Clara,Ind,California,5,5-9,#FFFFFF,#000000
1925,West Virginia,Ind,West Virginia,6,6-11,#FFFFFF,#000000
1925,Kent St.,Ind,Ohio,4,4-8,#FFFFFF,#000000
1925,Saint Mary's (CA),Ind,California,4,4-8,#FFFFFF,#000000
1925,San Francisco,Ind,California,4,4-8,#FFFFFF,#000000
1925,DePaul,Ind,Illinois,6,6-13,#FFFFFF,#000000
1925,Michigan St.,Ind,Michigan,6,6-13,#FFFFFF,#000000
1925,Duke,Ind,North Carolina,4,4-9,#FFFFFF,#000000
1925,Pittsburgh,Ind,Pennsylvania,4,4-10,#FFFFFF,#000000
1925,UTEP,Ind,Texas,3,3-8,#FFFFFF,#000000
1925,Loyola Chicago,Ind,Illinois,4,4-11,#FFFFFF,#000000
1925,Cincinnati,Ind,Ohio,5,5-14,#FFFFFF,#000000
1925,Miami (OH),Ind,Ohio,3,3-10,#FFFFFF,#000000
1925,Bucknell,Ind,Pennsylvania,1,1-4,#FFFFFF,#000000
1925,Princeton,Ivy,New Jersey,21,9-1 Ivy,#FFFFFF,#000000
1925,Penn,Ivy,Pennsylvania,17,6-4 Ivy,#FFFFFF,#000000
1925,Dartmouth,Ivy,New Hampshire,12,6-4 Ivy,#FFFFFF,#000000
1925,Columbia,Ivy,New York,10,6-4 Ivy,#FFFFFF,#000000
1925,Cornell,Ivy,New York,7,3-7 Ivy,#FFFFFF,#000000
1925,Yale,Ivy,Connecticut,3,0-10 Ivy,#FFFFFF,#000000
1925,Northern Colo.,MSAC,Colorado,12,9-3 MSAC,#FFFFFF,#000000
1925,Colorado,MSAC,Colorado,9,7-4 MSAC,#FFFFFF,#000000
1925,Wyoming,MSAC,Wyoming,9,5-3 MSAC,#FFFFFF,#000000
1925,Denver,MSAC,Colorado,6,5-6 MSAC,#FFFFFF,#000000
1925,Colorado St.,MSAC,Colorado,2,2-9 MSAC,#FFFFFF,#000000
1925,BYU,MSAC,Utah,10,5-3 MSAC,#FFFFFF,#000000
1925,Utah St.,MSAC,Utah,12,5-5 MSAC,#FFFFFF,#000000
1925,Montana St.,MSAC,Montana,20,1-1 MSAC,#FFFFFF,#000000
1925,Utah,MSAC,Utah,5,3-5 MSAC,#FFFFFF,#000000
1925,Kansas,MVC,Kansas,17,15-1 MVC,#FFFFFF,#000000
1925,Nebraska,MVC,Nebraska,14,13-3 MVC,#FFFFFF,#000000
1925,Kansas St.,MVC,Kansas,10,10-6 MVC,#FFFFFF,#000000
1925,Oklahoma,MVC,Oklahoma,10,9-7 MVC,#FFFFFF,#000000
1925,Missouri,MVC,Missouri,7,6-10 MVC,#FFFFFF,#000000
1925,Drake,MVC,Iowa,4,4-12 MVC,#FFFFFF,#000000
1925,Iowa St.,MVC,Iowa,2,1-15 MVC,#FFFFFF,#000000
1925,Oregon St.,PCC,Oregon,29,7-2 PCC,#FFFFFF,#000000
1925,Oregon,PCC,Oregon,15,7-2 PCC,#FFFFFF,#000000
1925,Idaho,PCC,Idaho,11,5-5 PCC,#FFFFFF,#000000
1925,Washington,PCC,Washington,14,5-5 PCC,#FFFFFF,#000000
1925,Montana,PCC,Montana,9,2-6 PCC,#FFFFFF,#000000
1925,Washington St.,PCC,Washington,18,2-8 PCC,#FFFFFF,#000000
1925,California,PCC,California,11,3-1 PCC,#FFFFFF,#000000
1925,Stanford,PCC,California,10,1-3 PCC,#FFFFFF,#000000
1925,North Carolina,SoCon,North Carolina,20,8-0 SoCon,#FFFFFF,#000000
1925,Tulane,SoCon,Louisiana,17,12-3 SoCon,#FFFFFF,#000000
1925,Kentucky,SoCon,Kentucky,13,6-2 SoCon,#FFFFFF,#000000
1925,Maryland,SoCon,Maryland,12,3-1 SoCon,#FFFFFF,#000000
1925,Alabama,SoCon,Alabama,15,5-2 SoCon,#FFFFFF,#000000
1925,Virginia,SoCon,Virginia,14,4-2 SoCon,#FFFFFF,#000000
1925,South Carolina,SoCon,South Carolina,10,4-2 SoCon,#FFFFFF,#000000
1925,Clemson,SoCon,South Carolina,4,3-2 SoCon,#FFFFFF,#000000
1925,Vanderbilt,SoCon,Tennessee,12,4-3 SoCon,#FFFFFF,#000000
1925,Mississippi St.,SoCon,Mississippi,14,4-4 SoCon,#FFFFFF,#000000
1925,Georgia,SoCon,Georgia,9,4-4 SoCon,#FFFFFF,#000000
1925,Georgia Tech,SoCon,Georgia,4,2-7 SoCon,#FFFFFF,#000000
1925,NC State,SoCon,North Carolina,11,1-4 SoCon,#FFFFFF,#000000
1925,LSU,SoCon,Louisiana,10,1-4 SoCon,#FFFFFF,#000000
1925,Virginia Tech,SoCon,Virginia,6,1-4 SoCon,#FFFFFF,#000000
1925,Tennessee,SoCon,Tennessee,6,1-5 SoCon,#FFFFFF,#000000
1925,Auburn,SoCon,Alabama,3,1-5 SoCon,#FFFFFF,#000000
1925,Ole Miss,SoCon,Mississippi,17,1-6 SoCon,#FFFFFF,#000000
1925,Florida,SoCon,Florida,2,2-7,#FFFFFF,#000000
1925,Oklahoma St.,SWC,Oklahoma,15,12-2 SWC,#FFFFFF,#000000
1925,TCU,SWC,Texas,14,11-3 SWC,#FFFFFF,#000000
1925,Arkansas,SWC,Arkansas,21,10-4 SWC,#FFFFFF,#000000
1925,Texas,SWC,Texas,17,9-5 SWC,#FFFFFF,#000000
1925,Texas A&M,SWC,Texas,9,6-8 SWC,#FFFFFF,#000000
1925,SMU,SWC,Texas,5,4-10 SWC,#FFFFFF,#000000
1925,Baylor,SWC,Texas,3,2-12 SWC,#FFFFFF,#000000
1925,Rice,SWC,Texas,2,2-12 SWC,#FFFFFF,#000000
1926,Purdue,B1G,Indiana,13,8-4 B1G,#FFFFFF,#000000
1926,Indiana,B1G,Indiana,12,8-4 B1G,#FFFFFF,#000000
1926,Iowa,B1G,Iowa,12,8-4 B1G,#FFFFFF,#000000
1926,Michigan,B1G,Michigan,12,8-4 B1G,#FFFFFF,#000000
1926,Ohio St.,B1G,Ohio,10,6-6 B1G,#FFFFFF,#000000
1926,Illinois,B1G,Illinois,9,6-6 B1G,#FFFFFF,#000000
1926,Minnesota,B1G,Minnesota,7,5-7 B1G,#FFFFFF,#000000
1926,Wisconsin,B1G,Wisconsin,8,4-8 B1G,#FFFFFF,#000000
1926,Northwestern,B1G,Illinois,5,3-9 B1G,#FFFFFF,#000000
1926,Notre Dame,Ind,Indiana,19,19-1,#FFFFFF,#000000
1926,Syracuse,Ind,New York,19,19-1,#FFFFFF,#000000
1926,Lehigh,Ind,Pennsylvania,13,13-1,#FFFFFF,#000000
1926,Cincinnati,Ind,Ohio,17,17-2,#FFFFFF,#000000
1926,North Dakota St.,Ind,North Dakota,22,22-3,#FFFFFF,#000000
1926,UCLA,Ind,California,14,14-2,#FFFFFF,#000000
1926,Massachusetts,Ind,Massachusetts,12,12-2,#FFFFFF,#000000
1926,New Mexico,Ind,New Mexico,12,12-2,#FFFFFF,#000000
1926,Fordham,Ind,New York,18,18-4,#FFFFFF,#000000
1926,Bradley,Ind,Illinois,15,15-4,#FFFFFF,#000000
1926,Duquesne,Ind,Pennsylvania,15,15-4,#FFFFFF,#000000
1926,Western Mich.,Ind,Michigan,15,15-4,#FFFFFF,#000000
1926,UConn,Ind,Connecticut,11,11-3,#FFFFFF,#000000
1926,Saint Mary's (CA),Ind,California,11,11-3,#FFFFFF,#000000
1926,Bowling Green,Ind,Ohio,10,10-3,#FFFFFF,#000000
1926,Butler,Ind,Indiana,16,16-5,#FFFFFF,#000000
1926,Arizona St.,Ind,Arizona,9,9-3,#FFFFFF,#000000
1926,Loyola Maryland,Ind,Maryland,9,9-3,#FFFFFF,#000000
1926,Evansville,Ind,Indiana,8,8-3,#FFFFFF,#000000
1926,Richmond,Ind,Virginia,16,16-6,#FFFFFF,#000000
1926,St. John's (NY),Ind,New York,18,18-7,#FFFFFF,#000000
1926,St. Bonaventure,Ind,New York,15,15-6,#FFFFFF,#000000
1926,Western Ky.,Ind,Kentucky,10,10-4,#FFFFFF,#000000
1926,Navy,Ind,Maryland,12,12-5,#FFFFFF,#000000
1926,Wichita St.,Ind,Kansas,14,14-6,#FFFFFF,#000000
1926,Saint Louis,Ind,Missouri,9,9-4,#FFFFFF,#000000
1926,DePaul,Ind,Illinois,11,11-5,#FFFFFF,#000000
1926,Villanova,Ind,Pennsylvania,11,11-5,#FFFFFF,#000000
1926,Detroit Mercy,Ind,Michigan,13,13-6,#FFFFFF,#000000
1926,Wake Forest,Ind,North Carolina,13,13-6,#FFFFFF,#000000
1926,Bucknell,Ind,Pennsylvania,8,8-4,#FFFFFF,#000000
1926,Colgate,Ind,New York,14,14-7,#FFFFFF,#000000
1926,Harvard,Ind,Massachusetts,8,8-4,#FFFFFF,#000000
1926,Niagara,Ind,New York,12,12-6,#FFFFFF,#000000
1926,Temple,Ind,Pennsylvania,12,12-6,#FFFFFF,#000000
1926,New Mexico St.,Ind,New Mexico,13,13-7,#FFFFFF,#000000
1926,Army West Point,Ind,New York,11,11-6,#FFFFFF,#000000
1926,Buffalo,Ind,New York,11,11-6,#FFFFFF,#000000
1926,Pittsburgh,Ind,Pennsylvania,11,11-6,#FFFFFF,#000000
1926,Brown,Ind,Rhode Island,10,10-6,#FFFFFF,#000000
1926,Ohio,Ind,Ohio,15,15-9,#FFFFFF,#000000
1926,The Citadel,Ind,South Carolina,10,10-6,#FFFFFF,#000000
1926,Loyola Chicago,Ind,Illinois,13,13-8,#FFFFFF,#000000
1926,Marshall,Ind,West Virginia,10,10-7,#FFFFFF,#000000
1926,Seton Hall,Ind,New Jersey,7,7-5,#FFFFFF,#000000
1926,San Francisco,Ind,California,8,8-6,#FFFFFF,#000000
1926,Xavier,Ind,Ohio,10,10-8,#FFFFFF,#000000
1926,Creighton,Ind,Nebraska,11,11-9,#FFFFFF,#000000
1926,Furman,Ind,South Carolina,11,11-9,#FFFFFF,#000000
1926,Indiana St.,Ind,Indiana,9,9-9,#FFFFFF,#000000
1926,Manhattan,Ind,New York,7,7-7,#FFFFFF,#000000
1926,Penn St.,Ind,Pennsylvania,7,7-7,#FFFFFF,#000000
1926,Rhode Island,Ind,Rhode Island,8,8-8,#FFFFFF,#000000
1926,West Virginia,Ind,West Virginia,10,10-11,#FFFFFF,#000000
1926,Davidson,Ind,North Carolina,8,8-9,#FFFFFF,#000000
1926,Holy Cross,Ind,Massachusetts,8,8-9,#FFFFFF,#000000
1926,William & Mary,Ind,Virginia,8,8-9,#FFFFFF,#000000
1926,Dayton,Ind,Ohio,7,7-8,#FFFFFF,#000000
1926,Arizona,Ind,Arizona,6,6-7,#FFFFFF,#000000
