season,coachid,coach,team,todisplay,score,bgcolor,fgcolor,isseason,conference,state,bordercolor,firstseason,nextyear,w,l,confw,confl,tourneyscore
2023,duggar-baucom-1,Duggar Baucom,The Citadel,Fired,0,#FFFFFF,#000000,0,Southern,South Carolina,white,2016.0,Last,,,,,
2006,duggar-baucom-1,Duggar Baucom,VMI,2-14 BSth,7,#FFFFFF,#000000,4,Big South,Virginia,black,2006.0,Return,7,20,2,14,0.0
2007,duggar-baucom-1,Duggar Baucom,VMI,5-9 BSth,14,#FFFFFF,#000000,4,Big South,Virginia,black,2006.0,Return,14,19,5,9,0.0
2008,duggar-baucom-1,Duggar Baucom,VMI,6-8 BSth,14,#FFFFFF,#000000,4,Big South,Virginia,black,2006.0,Return,14,15,6,8,0.0
2009,duggar-baucom-1,Duggar Baucom,VMI,13-5 BSth,24,#FFFFFF,#000000,4,Big South,Virginia,black,2006.0,Return,24,8,13,5,0.0
2010,duggar-baucom-1,Duggar Baucom,VMI,5-13 BSth,10,#FFFFFF,#000000,4,Big South,Virginia,black,2006.0,Return,10,19,5,13,0.0
2011,duggar-baucom-1,Duggar Baucom,VMI,10-8 BSth,18,#FFFFFF,#000000,4,Big South,Virginia,black,2006.0,Return,18,13,10,8,0.0
2012,duggar-baucom-1,Duggar Baucom,VMI,8-10 BSth,17,#FFFFFF,#000000,4,Big South,Virginia,black,2006.0,Return,17,16,8,10,0.0
2013,duggar-baucom-1,Duggar Baucom,VMI,8-8 BSth,14,#FFFFFF,#000000,4,Big South,Virginia,black,2006.0,Return,14,17,8,8,0.0
2014,duggar-baucom-1,Duggar Baucom,VMI,11-5 BSth,22,#FFFFFF,#000000,4,Big South,Virginia,black,2006.0,Return,22,13,11,5,0.0
2015,duggar-baucom-1,Duggar Baucom,VMI,7-11 SoCon,11,#FFFFFF,#000000,4,Southern,Virginia,black,2006.0,Left,11,19,7,11,0.0
2016,duggar-baucom-1,Duggar Baucom,VMI,The Citadel,0,#FFFFFF,#000000,0,Southern,Virginia,white,2006.0,Last,,,,,
1945,dukes-duford-1,Dukes Duford,Saint Louis,10-4,10,#FFFFFF,#000000,4,MVC,Missouri,black,1945.0,Last,10,4,,,0.0
2020,dustin-kerns-1,Dustin Kerns,App State,11-9 SB,18,#FFFFFF,#000000,4,Sun Belt,North Carolina,black,2020.0,Return,18,15,11,9,0.0
2021,dustin-kerns-1,Dustin Kerns,App State,"7-8 SB
NCAA 68",22,#FFCC00,#222222,4,Sun Belt,North Carolina,black,2020.0,Return,17,12,7,8,0.05
2022,dustin-kerns-1,Dustin Kerns,App State,12-6 SB,19,#FFFFFF,#000000,4,Sun Belt,North Carolina,black,2020.0,Return,19,15,12,6,0.0
2023,dustin-kerns-1,Dustin Kerns,App State,9-9 SB,16,#FFFFFF,#000000,4,Sun Belt,North Carolina,black,2020.0,Return,16,16,9,9,0.0
2024,dustin-kerns-1,Dustin Kerns,App State,16-2 SB,27,#FFFFFF,#000000,4,Sun Belt,North Carolina,black,2020.0,Return,27,7,16,2,0.0
2025,dustin-kerns-1,Dustin Kerns,App State,10-8 SB,17,#FFFFFF,#000000,4,Sun Belt,North Carolina,black,2020.0,Return,17,14,10,8,0.0
2026,dustin-kerns-1,Dustin Kerns,App State,7-4 SB,14,#FFFFFF,#000000,4,Sun Belt,North Carolina,black,2020.0,Last,14,9,7,4,0.0
2018,dustin-kerns-1,Dustin Kerns,Presbyterian,4-14 BSth,11,#FFFFFF,#000000,4,Big South,South Carolina,black,2018.0,Return,11,21,4,14,0.0
2019,dustin-kerns-1,Dustin Kerns,Presbyterian,9-7 BSth,20,#FFFFFF,#000000,4,Big South,South Carolina,black,2018.0,Left,20,16,9,7,0.0
2020,dustin-kerns-1,Dustin Kerns,Presbyterian,App State,0,#FFFFFF,#000000,0,Big South,South Carolina,white,2018.0,Last,,,,,
1953,dusty-destefano-1,Dusty DeStefano,St. John's (NY),4-2 MNY,17,#FFFFFF,#000000,4,Metro NY,New York,black,1953.0,Return,17,6,4,2,0.0
1954,dusty-destefano-1,Dusty DeStefano,St. John's (NY),1-2 MNY,9,#FFFFFF,#000000,4,Metro NY,New York,black,1953.0,Return,9,11,1,2,0.0
1955,dusty-destefano-1,Dusty DeStefano,St. John's (NY),3-1 MNY,11,#FFFFFF,#000000,4,Metro NY,New York,black,1953.0,Return,11,9,3,1,0.0
1956,dusty-destefano-1,Dusty DeStefano,St. John's (NY),2-3 MNY,12,#FFFFFF,#000000,4,Metro NY,New York,black,1953.0,Unknown,12,12,2,3,0.0
1957,dusty-destefano-1,Dusty DeStefano,St. John's (NY),?,0,#FFFFFF,#000000,0,Metro NY,New York,white,1953.0,Last,,,,,
2019,dusty-may-1,Dusty May,Fla. Atlantic,8-10 CUSA,17,#FFFFFF,#000000,4,CUSA,Florida,black,2019.0,Return,17,16,8,10,0.0
2020,dusty-may-1,Dusty May,Fla. Atlantic,8-10 CUSA,17,#FFFFFF,#000000,4,CUSA,Florida,black,2019.0,Return,17,15,8,10,0.0
2021,dusty-may-1,Dusty May,Fla. Atlantic,7-5 CUSA,13,#FFFFFF,#000000,4,CUSA,Florida,black,2019.0,Return,13,10,7,5,0.0
2022,dusty-may-1,Dusty May,Fla. Atlantic,11-7 CUSA,19,#FFFFFF,#000000,4,CUSA,Florida,black,2019.0,Return,19,15,11,7,0.0
2023,dusty-may-1,Dusty May,Fla. Atlantic,"18-2 CUSA
Final 4",65,#003366,#FFFFFF,4,CUSA,Florida,black,2019.0,Return,35,4,18,2,0.3
2024,dusty-may-1,Dusty May,Fla. Atlantic,"14-4 Amer
NCAA 64",35,#003366,#FFFFFF,4,AAC,Florida,black,2019.0,Left,25,9,14,4,0.1
2025,dusty-may-1,Dusty May,Fla. Atlantic,Michigan,0,#FFFFFF,#000000,0,AAC,Florida,white,2019.0,Last,,,,,
2025,dusty-may-1,Dusty May,Michigan,"14-6 B1G
Sweet 16",47,#00274C,#FFCB05,4,Big Ten,Michigan,black,2025.0,Return,27,10,14,6,0.2
2026,dusty-may-1,Dusty May,Michigan,9-1 B1G,19,#FFFFFF,#000000,4,Big Ten,Michigan,black,2025.0,Last,19,1,9,1,0.0
1974,dutch-belnap-1,Dutch Belnap,Utah St.,16-10,16,#FFFFFF,#000000,4,Ind,Utah,black,1974.0,Return,16,10,,,0.0
1975,dutch-belnap-1,Dutch Belnap,Utah St.,"21-6
NCAA 32",36,#0F2439,#FFFFFF,4,Ind,Utah,black,1974.0,Return,21,6,,,0.15
1976,dutch-belnap-1,Dutch Belnap,Utah St.,12-14,12,#FFFFFF,#000000,4,Ind,Utah,black,1974.0,Return,12,14,,,0.0
1977,dutch-belnap-1,Dutch Belnap,Utah St.,15-12,15,#FFFFFF,#000000,4,Ind,Utah,black,1974.0,Return,15,12,,,0.0
1978,dutch-belnap-1,Dutch Belnap,Utah St.,21-7,21,#FFFFFF,#000000,4,Ind,Utah,black,1974.0,Return,21,7,,,0.0
1979,dutch-belnap-1,Dutch Belnap,Utah St.,"9-5 PCAA
NCAA 40",34,#0F2439,#FFFFFF,4,PCAA,Utah,black,1974.0,Unknown,19,11,9,5,0.15
1980,dutch-belnap-1,Dutch Belnap,Utah St.,?,0,#FFFFFF,#000000,0,PCAA,Utah,white,1974.0,Last,,,,,
1935,dutch-clark-1,Dutch Clark,Colorado,3-9 MSAC,3,#FFFFFF,#000000,4,MSAC,Colorado,black,1935.0,Last,3,9,3,9,0.0
1916,dutch-hermann-1,Dutch Hermann,Penn St.,8-3,8,#FFFFFF,#000000,4,Ind,Pennsylvania,black,1916.0,Return,8,3,,,0.0
1917,dutch-hermann-1,Dutch Hermann,Penn St.,12-2,12,#FFFFFF,#000000,4,Ind,Pennsylvania,black,1916.0,Return,12,2,,,0.0
1920,dutch-hermann-1,Dutch Hermann,Penn St.,12-1,12,#FFFFFF,#000000,4,Ind,Pennsylvania,black,1920.0,Return,12,1,,,0.0
1921,dutch-hermann-1,Dutch Hermann,Penn St.,14-2,14,#FFFFFF,#000000,4,Ind,Pennsylvania,black,1920.0,Return,14,2,,,0.0
1922,dutch-hermann-1,Dutch Hermann,Penn St.,9-5,9,#FFFFFF,#000000,4,Ind,Pennsylvania,black,1920.0,Return,9,5,,,0.0
1923,dutch-hermann-1,Dutch Hermann,Penn St.,13-1,13,#FFFFFF,#000000,4,Ind,Pennsylvania,black,1920.0,Return,13,1,,,0.0
1924,dutch-hermann-1,Dutch Hermann,Penn St.,13-2,13,#FFFFFF,#000000,4,Ind,Pennsylvania,black,1920.0,Return,13,2,,,0.0
1925,dutch-hermann-1,Dutch Hermann,Penn St.,12-2,12,#FFFFFF,#000000,4,Ind,Pennsylvania,black,1920.0,Return,12,2,,,0.0
1926,dutch-hermann-1,Dutch Hermann,Penn St.,7-7,7,#FFFFFF,#000000,4,Ind,Pennsylvania,black,1920.0,Return,7,7,,,0.0
1927,dutch-hermann-1,Dutch Hermann,Penn St.,14-4,14,#FFFFFF,#000000,4,Ind,Pennsylvania,black,1920.0,Return,14,4,,,0.0
1928,dutch-hermann-1,Dutch Hermann,Penn St.,10-5,10,#FFFFFF,#000000,4,Ind,Pennsylvania,black,1920.0,Return,10,5,,,0.0
1929,dutch-hermann-1,Dutch Hermann,Penn St.,10-9,10,#FFFFFF,#000000,4,Ind,Pennsylvania,black,1920.0,Return,10,9,,,0.0
1930,dutch-hermann-1,Dutch Hermann,Penn St.,5-9,5,#FFFFFF,#000000,4,Ind,Pennsylvania,black,1920.0,Return,5,9,,,0.0
1931,dutch-hermann-1,Dutch Hermann,Penn St.,3-12,3,#FFFFFF,#000000,4,Ind,Pennsylvania,black,1920.0,Return,3,12,,,0.0
1932,dutch-hermann-1,Dutch Hermann,Penn St.,6-9,6,#FFFFFF,#000000,4,Ind,Pennsylvania,black,1920.0,Last,6,9,,,0.0
1928,dutch-lonborg-1,Dutch Lonborg,Northwestern,9-3 B1G,12,#FFFFFF,#000000,4,Big Ten,Illinois,black,1928.0,Return,12,5,9,3,0.0
1929,dutch-lonborg-1,Dutch Lonborg,Northwestern,7-5 B1G,12,#FFFFFF,#000000,4,Big Ten,Illinois,black,1928.0,Return,12,5,7,5,0.0
1930,dutch-lonborg-1,Dutch Lonborg,Northwestern,6-6 B1G,8,#FFFFFF,#000000,4,Big Ten,Illinois,black,1928.0,Return,8,8,6,6,0.0
1931,dutch-lonborg-1,Dutch Lonborg,Northwestern,11-1 B1G,16,#FFFFFF,#000000,4,Big Ten,Illinois,black,1928.0,Return,16,1,11,1,0.0
1932,dutch-lonborg-1,Dutch Lonborg,Northwestern,9-3 B1G,13,#FFFFFF,#000000,4,Big Ten,Illinois,black,1928.0,Return,13,5,9,3,0.0
1933,dutch-lonborg-1,Dutch Lonborg,Northwestern,10-2 B1G,15,#FFFFFF,#000000,4,Big Ten,Illinois,black,1928.0,Return,15,4,10,2,0.0
1934,dutch-lonborg-1,Dutch Lonborg,Northwestern,8-4 B1G,11,#FFFFFF,#000000,4,Big Ten,Illinois,black,1928.0,Return,11,8,8,4,0.0
1935,dutch-lonborg-1,Dutch Lonborg,Northwestern,3-9 B1G,10,#FFFFFF,#000000,4,Big Ten,Illinois,black,1928.0,Return,10,10,3,9,0.0
1936,dutch-lonborg-1,Dutch Lonborg,Northwestern,7-5 B1G,13,#FFFFFF,#000000,4,Big Ten,Illinois,black,1928.0,Return,13,6,7,5,0.0
1937,dutch-lonborg-1,Dutch Lonborg,Northwestern,4-8 B1G,11,#FFFFFF,#000000,4,Big Ten,Illinois,black,1928.0,Return,11,9,4,8,0.0
1938,dutch-lonborg-1,Dutch Lonborg,Northwestern,7-5 B1G,10,#FFFFFF,#000000,4,Big Ten,Illinois,black,1928.0,Return,10,10,7,5,0.0
1939,dutch-lonborg-1,Dutch Lonborg,Northwestern,5-7 B1G,7,#FFFFFF,#000000,4,Big Ten,Illinois,black,1928.0,Return,7,13,5,7,0.0
1940,dutch-lonborg-1,Dutch Lonborg,Northwestern,7-5 B1G,13,#FFFFFF,#000000,4,Big Ten,Illinois,black,1928.0,Return,13,7,7,5,0.0
1941,dutch-lonborg-1,Dutch Lonborg,Northwestern,3-9 B1G,7,#FFFFFF,#000000,4,Big Ten,Illinois,black,1928.0,Return,7,11,3,9,0.0
1942,dutch-lonborg-1,Dutch Lonborg,Northwestern,5-10 B1G,8,#FFFFFF,#000000,4,Big Ten,Illinois,black,1928.0,Return,8,13,5,10,0.0
1943,dutch-lonborg-1,Dutch Lonborg,Northwestern,7-5 B1G,8,#FFFFFF,#000000,4,Big Ten,Illinois,black,1928.0,Return,8,9,7,5,0.0
1944,dutch-lonborg-1,Dutch Lonborg,Northwestern,8-4 B1G,12,#FFFFFF,#000000,4,Big Ten,Illinois,black,1928.0,Return,12,7,8,4,0.0
1945,dutch-lonborg-1,Dutch Lonborg,Northwestern,4-8 B1G,7,#FFFFFF,#000000,4,Big Ten,Illinois,black,1928.0,Return,7,12,4,8,0.0
1946,dutch-lonborg-1,Dutch Lonborg,Northwestern,8-4 B1G,15,#FFFFFF,#000000,4,Big Ten,Illinois,black,1928.0,Return,15,5,8,4,0.0
1947,dutch-lonborg-1,Dutch Lonborg,Northwestern,2-10 B1G,7,#FFFFFF,#000000,4,Big Ten,Illinois,black,1928.0,Return,7,13,2,10,0.0
1948,dutch-lonborg-1,Dutch Lonborg,Northwestern,3-9 B1G,6,#FFFFFF,#000000,4,Big Ten,Illinois,black,1928.0,Return,6,14,3,9,0.0
1949,dutch-lonborg-1,Dutch Lonborg,Northwestern,2-10 B1G,5,#FFFFFF,#000000,4,Big Ten,Illinois,black,1928.0,Return,5,16,2,10,0.0
1950,dutch-lonborg-1,Dutch Lonborg,Northwestern,4-9 B1G,10,#FFFFFF,#000000,4,Big Ten,Illinois,black,1928.0,Last,10,12,4,9,0.0
1935,dutch-meyer-1,Dutch Meyer,TCU,2-10 SWC,6,#FFFFFF,#000000,4,SWC,Texas,black,1935.0,Return,6,13,2,10,0.0
1936,dutch-meyer-1,Dutch Meyer,TCU,2-10 SWC,3,#FFFFFF,#000000,4,SWC,Texas,black,1935.0,Return,3,11,2,10,0.0
1937,dutch-meyer-1,Dutch Meyer,TCU,1-11 SWC,1,#FFFFFF,#000000,4,SWC,Texas,black,1935.0,Last,1,13,1,11,0.0
1921,dutch-thiele-1,Dutch Thiele,Dayton,6-16,6,#FFFFFF,#000000,4,Ind,Ohio,black,1921.0,Last,6,16,,,0.0
1914,dw-draper-1,D.W. Draper,William & Mary,3-6,3,#FFFFFF,#000000,4,Ind,Virginia,black,1914.0,Return,3,6,,,0.0
1915,dw-draper-1,D.W. Draper,William & Mary,5-8,5,#FFFFFF,#000000,4,Ind,Virginia,black,1914.0,Return,5,8,,,0.0
1916,dw-draper-1,D.W. Draper,William & Mary,7-4,7,#FFFFFF,#000000,4,Ind,Virginia,black,1914.0,Last,7,4,,,0.0
2022,dwayne-killings-1,Dwayne Killings,UAlbany,9-9 AEC,13,#FFFFFF,#000000,4,AEC,New York,black,2022.0,Return,13,18,9,9,0.0
2023,dwayne-killings-1,Dwayne Killings,UAlbany,3-13 AEC,8,#FFFFFF,#000000,4,AEC,New York,black,2022.0,Return,8,23,3,13,0.0
2024,dwayne-killings-1,Dwayne Killings,UAlbany,5-11 AEC,13,#FFFFFF,#000000,4,AEC,New York,black,2022.0,Return,13,19,5,11,0.0
2025,dwayne-killings-1,Dwayne Killings,UAlbany,8-8 AmEast,17,#FFFFFF,#000000,4,AmEast,New York,black,2022.0,Return,17,16,8,8,0.0
2026,dwayne-killings-1,Dwayne Killings,UAlbany,3-4 AmEast,7,#FFFFFF,#000000,4,AmEast,New York,black,2022.0,Last,7,15,3,4,0.0
1974,dwayne-morrison-1,Dwayne Morrison,Georgia Tech,5-21,5,#FFFFFF,#000000,4,Ind,Georgia,black,1974.0,Return,5,21,,,0.0
1975,dwayne-morrison-1,Dwayne Morrison,Georgia Tech,11-15,11,#FFFFFF,#000000,4,Ind,Georgia,black,1974.0,Return,11,15,,,0.0
1976,dwayne-morrison-1,Dwayne Morrison,Georgia Tech,13-14,13,#FFFFFF,#000000,4,Metro,Georgia,black,1974.0,Return,13,14,0,1,0.0
1977,dwayne-morrison-1,Dwayne Morrison,Georgia Tech,3-3 Metro,18,#FFFFFF,#000000,4,Metro,Georgia,black,1974.0,Return,18,10,3,3,0.0
1978,dwayne-morrison-1,Dwayne Morrison,Georgia Tech,6-6 Metro,15,#FFFFFF,#000000,4,Metro,Georgia,black,1974.0,Return,15,12,6,6,0.0
1979,dwayne-morrison-1,Dwayne Morrison,Georgia Tech,17-9,17,#FFFFFF,#000000,4,Ind,Georgia,black,1974.0,Return,17,9,,,0.0
1980,dwayne-morrison-1,Dwayne Morrison,Georgia Tech,1-13 ACC,8,#FFFFFF,#000000,4,ACC,Georgia,black,1974.0,Return,8,18,1,13,0.0
1981,dwayne-morrison-1,Dwayne Morrison,Georgia Tech,0-14 ACC,4,#FFFFFF,#000000,4,ACC,Georgia,black,1974.0,Fired,4,23,0,14,0.0
1982,dwayne-morrison-1,Dwayne Morrison,Georgia Tech,Fired,0,#FFFFFF,#000000,0,ACC,Georgia,white,1974.0,Last,,,,,
1964,dwayne-morrison-1,Dwayne Morrison,South Carolina,7-7 ACC,4,#FFFFFF,#000000,4,ACC,South Carolina,black,1964.0,Fired,4,8,7,7,0.0
1965,dwayne-morrison-1,Dwayne Morrison,South Carolina,Fired,0,#FFFFFF,#000000,0,ACC,South Carolina,white,1964.0,Last,,,,,
2023,dwayne-stephens-2,Dwayne Stephens,Western Mich.,4-14 MAC,8,#FFFFFF,#000000,4,MAC,Michigan,black,2023.0,Return,8,23,4,14,0.0
2024,dwayne-stephens-2,Dwayne Stephens,Western Mich.,9-9 MAC,12,#FFFFFF,#000000,4,MAC,Michigan,black,2023.0,Return,12,20,9,9,0.0
2025,dwayne-stephens-2,Dwayne Stephens,Western Mich.,9-9 MAC,12,#FFFFFF,#000000,4,MAC,Michigan,black,2023.0,Return,12,20,9,9,0.0
2026,dwayne-stephens-2,Dwayne Stephens,Western Mich.,2-7 MAC,8,#FFFFFF,#000000,4,MAC,Michigan,black,2023.0,Last,8,13,2,7,0.0
1991,dwight-freeman-1,Dwight Freeman,Marshall,7-7 SoCon,14,#FFFFFF,#000000,4,Southern,West Virginia,black,1991.0,Return,14,14,7,7,0.0
1992,dwight-freeman-1,Dwight Freeman,Marshall,3-11 SoCon,7,#FFFFFF,#000000,4,Southern,West Virginia,black,1991.0,Return,7,22,3,11,0.0
1993,dwight-freeman-1,Dwight Freeman,Marshall,11-7 SoCon,16,#FFFFFF,#000000,4,Southern,West Virginia,black,1991.0,Return,16,11,11,7,0.0
1994,dwight-freeman-1,Dwight Freeman,Marshall,7-11 SoCon,9,#FFFFFF,#000000,4,Southern,West Virginia,black,1991.0,Unknown,9,18,7,11,0.0
1995,dwight-freeman-1,Dwight Freeman,Marshall,?,0,#FFFFFF,#000000,0,Southern,West Virginia,white,1991.0,Last,,,,,
2003,dwight-freeman-1,Dwight Freeman,Norfolk St.,10-8 MEAC,14,#FFFFFF,#000000,4,MEAC,Virginia,black,2003.0,Return,14,15,10,8,0.0
2004,dwight-freeman-1,Dwight Freeman,Norfolk St.,10-8 MEAC,12,#FFFFFF,#000000,4,MEAC,Virginia,black,2003.0,Return,12,17,10,8,0.0
2005,dwight-freeman-1,Dwight Freeman,Norfolk St.,11-7 MEAC,13,#FFFFFF,#000000,4,MEAC,Virginia,black,2003.0,Return,13,14,11,7,0.0
2006,dwight-freeman-1,Dwight Freeman,Norfolk St.,10-8 MEAC,13,#FFFFFF,#000000,4,MEAC,Virginia,black,2003.0,Return,13,18,10,8,0.0
2007,dwight-freeman-1,Dwight Freeman,Norfolk St.,10-8 MEAC,11,#FFFFFF,#000000,4,MEAC,Virginia,black,2003.0,Fired,11,19,10,8,0.0
2008,dwight-freeman-1,Dwight Freeman,Norfolk St.,Reassigned,0,#FFFFFF,#000000,0,MEAC,Virginia,white,2003.0,Last,,,,,
1975,dwight-jones-4,Dwight Jones,Long Beach St.,8-2 PCAA,19,#FFFFFF,#000000,4,PCAA,California,black,1975.0,Return,19,7,8,2,0.0
1976,dwight-jones-4,Dwight Jones,Long Beach St.,6-4 PCAA,14,#FFFFFF,#000000,4,PCAA,California,black,1975.0,Return,14,12,6,4,0.0
1977,dwight-jones-4,Dwight Jones,Long Beach St.,"9-3 PCAA
NCAA 32",36,#FFDA27,#000000,4,PCAA,California,black,1975.0,Return,21,8,9,3,0.15
1978,dwight-jones-4,Dwight Jones,Long Beach St.,8-7 PCAA,16,#FFFFFF,#000000,4,PCAA,California,black,1975.0,Unknown,16,13,8,7,0.0
1979,dwight-jones-4,Dwight Jones,Long Beach St.,?,0,#FFFFFF,#000000,0,PCAA,California,white,1975.0,Last,,,,,
1944,dwight-keith-1,Dwight Keith,Georgia Tech,2-0 SEC,14,#FFFFFF,#000000,4,SEC,Georgia,black,1944.0,Return,14,4,2,0,0.0
1945,dwight-keith-1,Dwight Keith,Georgia Tech,7-4 SEC,11,#FFFFFF,#000000,4,SEC,Georgia,black,1944.0,Return,11,6,7,4,0.0
1946,dwight-keith-1,Dwight Keith,Georgia Tech,7-7 SEC,10,#FFFFFF,#000000,4,SEC,Georgia,black,1944.0,Last,10,11,7,7,0.0
2023,dwight-perry-1,Dwight Perry,Wofford,8-10 SoCon,12,#FFFFFF,#000000,4,Southern,South Carolina,black,2023.0,Return,12,12,8,10,0.0
2024,dwight-perry-1,Dwight Perry,Wofford,10-8 SoCon,17,#FFFFFF,#000000,4,Southern,South Carolina,black,2023.0,Return,17,15,10,8,0.0
2025,dwight-perry-1,Dwight Perry,Wofford,"10-8 SoCon
NCAA 64",29,#8A6E4B,#FFFFFF,4,Southern,South Carolina,black,2023.0,Fired,19,16,10,8,0.1
2026,dwight-perry-1,Dwight Perry,Wofford,Fired,0,#FFFFFF,#000000,0,Southern,South Carolina,white,2023.0,Last,,,,,
1940,dwight-steussey-1,Dwight Steussey,William & Mary,6-5 SoCon,12,#FFFFFF,#000000,4,Southern,Virginia,black,1940.0,Return,12,11,6,5,0.0
1941,dwight-steussey-1,Dwight Steussey,William & Mary,8-3 SoCon,15,#FFFFFF,#000000,4,Southern,Virginia,black,1940.0,Return,15,10,8,3,0.0
1942,dwight-steussey-1,Dwight Steussey,William & Mary,8-4 SoCon,15,#FFFFFF,#000000,4,Southern,Virginia,black,1940.0,Return,15,9,8,4,0.0
1943,dwight-steussey-1,Dwight Steussey,William & Mary,6-4 SoCon,11,#FFFFFF,#000000,4,Southern,Virginia,black,1940.0,Last,11,10,6,4,0.0
1939,dyke-raese-1,Dyke Raese,West Virginia,4-6 EIC,10,#FFFFFF,#000000,4,EIC,West Virginia,black,1939.0,Return,10,9,4,6,0.0
1940,dyke-raese-1,Dyke Raese,West Virginia,13-6,13,#FFFFFF,#000000,4,Ind,West Virginia,black,1939.0,Return,13,6,,,0.0
1941,dyke-raese-1,Dyke Raese,West Virginia,13-10,13,#FFFFFF,#000000,4,Ind,West Virginia,black,1939.0,Return,13,10,,,0.0
1942,dyke-raese-1,Dyke Raese,West Virginia,19-4,19,#FFFFFF,#000000,4,Ind,West Virginia,black,1939.0,Last,19,4,,,0.0
2019,dylan-howard-1,Dylan Howard,Alabama A&M,4-14 SWAC,5,#FFFFFF,#000000,4,SWAC,Alabama,black,2019.0,Return,5,27,4,14,0.0
2020,dylan-howard-1,Dylan Howard,Alabama A&M,5-13 SWAC,8,#FFFFFF,#000000,4,SWAC,Alabama,black,2019.0,Return,8,22,5,13,0.0
2021,dylan-howard-1,Dylan Howard,Alabama A&M,4-9 SWAC,6,#FFFFFF,#000000,4,SWAC,Alabama,black,2019.0,Return,6,9,4,9,0.0
2022,dylan-howard-1,Dylan Howard,Alabama A&M,10-8 SWAC,12,#FFFFFF,#000000,4,SWAC,Alabama,black,2019.0,Fired,12,18,10,8,0.0
2023,dylan-howard-1,Dylan Howard,Alabama A&M,Fired,0,#FFFFFF,#000000,0,SWAC,Alabama,white,2019.0,Last,,,,,
1901,e-berry-1,E. Berry,Nebraska,3-3,3,#FFFFFF,#000000,4,Ind,Nebraska,black,1901.0,Last,3,3,,,0.0
1923,ea-diddle-1,E.A. Diddle,Western Ky.,12-2,12,#FFFFFF,#000000,4,Ind,Kentucky,black,1923.0,Return,12,2,,,0.0
1924,ea-diddle-1,E.A. Diddle,Western Ky.,9-9,9,#FFFFFF,#000000,4,Ind,Kentucky,black,1923.0,Return,9,9,,,0.0
1925,ea-diddle-1,E.A. Diddle,Western Ky.,8-6,8,#FFFFFF,#000000,4,Ind,Kentucky,black,1923.0,Return,8,6,,,0.0
1926,ea-diddle-1,E.A. Diddle,Western Ky.,10-4,10,#FFFFFF,#000000,4,Ind,Kentucky,black,1923.0,Return,10,4,,,0.0
1927,ea-diddle-1,E.A. Diddle,Western Ky.,12-7,12,#FFFFFF,#000000,4,Ind,Kentucky,black,1923.0,Return,12,7,,,0.0
1928,ea-diddle-1,E.A. Diddle,Western Ky.,10-7,10,#FFFFFF,#000000,4,Ind,Kentucky,black,1923.0,Return,10,7,,,0.0
1929,ea-diddle-1,E.A. Diddle,Western Ky.,8-10,8,#FFFFFF,#000000,4,Ind,Kentucky,black,1923.0,Return,8,10,,,0.0
1930,ea-diddle-1,E.A. Diddle,Western Ky.,4-12,4,#FFFFFF,#000000,4,Ind,Kentucky,black,1923.0,Return,4,12,,,0.0
1931,ea-diddle-1,E.A. Diddle,Western Ky.,11-3,11,#FFFFFF,#000000,4,Ind,Kentucky,black,1923.0,Return,11,3,,,0.0
1932,ea-diddle-1,E.A. Diddle,Western Ky.,15-8,15,#FFFFFF,#000000,4,Ind,Kentucky,black,1923.0,Return,15,8,,,0.0
1933,ea-diddle-1,E.A. Diddle,Western Ky.,16-6,16,#FFFFFF,#000000,4,Ind,Kentucky,black,1923.0,Return,16,6,,,0.0
1934,ea-diddle-1,E.A. Diddle,Western Ky.,28-8,28,#FFFFFF,#000000,4,Ind,Kentucky,black,1923.0,Return,28,8,,,0.0
1935,ea-diddle-1,E.A. Diddle,Western Ky.,24-3,24,#FFFFFF,#000000,4,Ind,Kentucky,black,1923.0,Return,24,3,,,0.0
1936,ea-diddle-1,E.A. Diddle,Western Ky.,26-4,26,#FFFFFF,#000000,4,Ind,Kentucky,black,1923.0,Return,26,4,,,0.0
1937,ea-diddle-1,E.A. Diddle,Western Ky.,21-2,21,#FFFFFF,#000000,4,Ind,Kentucky,black,1923.0,Return,21,2,,,0.0
1938,ea-diddle-1,E.A. Diddle,Western Ky.,30-3,30,#FFFFFF,#000000,4,Ind,Kentucky,black,1923.0,Return,30,3,,,0.0
1939,ea-diddle-1,E.A. Diddle,Western Ky.,22-3,22,#FFFFFF,#000000,4,Ind,Kentucky,black,1923.0,Return,22,3,,,0.0
1940,ea-diddle-1,E.A. Diddle,Western Ky.,"24-6
Elite 8",49,#B01E24,#FFFFFF,4,Ind,Kentucky,black,1923.0,Return,24,6,,,0.25
1941,ea-diddle-1,E.A. Diddle,Western Ky.,22-4,22,#FFFFFF,#000000,4,Ind,Kentucky,black,1923.0,Return,22,4,,,0.0
1942,ea-diddle-1,E.A. Diddle,Western Ky.,29-5,29,#FFFFFF,#000000,4,Ind,Kentucky,black,1923.0,Return,29,5,,,0.0
1943,ea-diddle-1,E.A. Diddle,Western Ky.,24-3,24,#FFFFFF,#000000,4,Ind,Kentucky,black,1923.0,Return,24,3,,,0.0
1944,ea-diddle-1,E.A. Diddle,Western Ky.,13-9,13,#FFFFFF,#000000,4,Ind,Kentucky,black,1923.0,Return,13,9,,,0.0
1945,ea-diddle-1,E.A. Diddle,Western Ky.,17-10,17,#FFFFFF,#000000,4,Ind,Kentucky,black,1923.0,Return,17,10,,,0.0
